timestamp,outside_t,outside_h,outside_c,outside_p,outside_a,outside_v,room_1_t,room_1_h,room_1_c,room_1_p,room_1_a,room_1_v,room_2_t,room_2_h,room_2_c,room_2_p,room_2_a,room_2_v,room_3_t,room_3_h,room_3_c,room_3_p,room_3_a,room_3_v,supply_t,supply_h,supply_c,supply_p,supply_a,supply_v,return_t,return_h,return_c,return_p,return_a,return_v,mixed_t,mixed_h,mixed_c,mixed_p,mixed_a,mixed_v,cooler_t,cooler_h,cooler_c,cooler_p,cooler_a,cooler_v,heated_t,heated_h,heated_c,heated_p,heated_a,heated_v,mixer,fan,flowrate,coolerState,heaterState,humidifierState,T_z_weighted,RH_z_weighted,CO2_z_weighted,m_sa_kgs
2026-07-31T03:38:23.155Z,29.009638253732128,73.37480286208898,431.99736432277507,0,1,32,24.38645481091455,64.10770305041004,,955.3,0,0,28.000830121532623,59.688355547605,445.7922284612857,0,1,57,,,,0,0,0,17.926988258507798,76.31015841954492,441.3565457925281,0,1,47,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.83220493516178,62.33996404928803,445.7922284612857,0.0615814991956671
2026-07-31T03:38:28.155Z,29.00867442835892,73.28732257588008,429.09762789049756,0,1,25,24.387809329823096,64.01693274536903,,955.3,0,0,28.000747109379365,59.6195199928445,447.11300561515714,0,1,51,,,,0,0,0,17.91428943265702,76.29914257759043,440.0208912132753,0,1,36,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.832984441645603,62.257967644359226,447.11300561515714,0.0615814991956671
2026-07-31T03:38:33.155Z,29.007806985523025,73.21859031829209,427.9878651014478,0,1,32,24.38902839684079,63.94523947083213,,955.3,0,0,28.00067239844143,59.56756799356005,448.20170505364143,0,1,50,,,,0,0,0,17.89286048939132,76.2892283198314,441.1188020919478,0,1,47,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.833685997481044,62.19417087992329,448.20170505364143,0.0615814991956671
2026-07-31T03:38:38.154Z,29.01702628697072,73.19673128646288,428.18907859130303,0,1,37,24.38012555715671,63.86071552374892,,955.4,0,0,28.00060515859729,59.53081119420405,451.9815345482773,0,2,65,,,,0,0,0,17.88357444045219,76.29030548784826,440.206921882753,0,1,38,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.82831739773294,62.12875379193097,451.9815345482773,0.0615814991956671
2026-07-31T03:38:43.154Z,29.02532365827365,73.22705815781659,430.6701707321727,0,1,48,24.38211300144104,63.744643971374025,,955.4,0,0,28.00054464273756,59.467730074783645,450.7833810934496,0,1,42,,,,0,0,0,17.86521699640697,76.29127493906343,440.78622969447775,0,1,45,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.82948565795965,62.03387841273787,450.7833810934496,0.0615814991956671
2026-07-31T03:38:48.154Z,29.032791292446284,73.26435234203493,429.80315365895547,0,1,33,24.38390170129694,63.64017957423663,,955.4,0,0,28.000490178463807,59.41095706730528,453.20504298410464,0,1,59,,,,0,0,0,17.848695296766273,76.29214744515708,438.50760672503,0,1,32,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.830537092163688,61.94849057146409,453.20504298410464,0.0615814991956671
2026-07-31T03:38:53.156Z,29.039512163201657,73.30791710783144,428.12283829305994,0,1,29,24.375511531167245,63.53616161681296,,955.4,0,0,28.000441160617427,59.34986136057476,455.2845386856942,0,1,58,,,,0,0,0,17.833825767089646,76.29293270064137,438.356846052527,0,1,41,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.82548338294732,61.86164151431768,455.2845386856942,0.0615814991956671
2026-07-31T03:38:58.157Z,29.04556094688149,73.3171253970483,426.71055446375397,0,1,30,24.36796037805052,63.44254545513167,,955.4,0,0,28.000397044555687,59.29487522451728,457.7560848171248,0,1,62,,,,0,0,0,17.820443190380683,76.29363943057723,438.8211614472743,0,1,43,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.820935044652582,61.78347736288592,457.7560848171248,0.0615814991956671
2026-07-31T03:39:03.154Z,29.05100485219334,73.26541285734348,425.1394990173786,0,1,29,24.361164340245463,63.358290909618496,,955.4,0,0,28.00035734010012,59.23538770206555,461.1804763354123,0,2,68,,,,0,0,0,17.808398871342614,76.3342754875195,440.53904530254687,0,1,50,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.81684154018733,61.70912962659732,461.1804763354123,0.0615814991956671
2026-07-31T03:39:08.172Z,29.05590436697401,73.15887157160913,425.2255491156408,0,1,35,24.35504790622092,63.28246181865664,,955.4,0,0,28.000321606090107,59.181848931858994,462.5624287018711,0,1,59,,,,0,0,0,17.797558984208354,76.37084793876755,441.1851407722922,0,1,45,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,100,50,0,0,0,0,25.8131573861686,61.64221666393759,462.5624287018711,0.0615814991956671
